electrode_name,region,label_id,distance_mm,method,x_mm,y_mm,z_mm,x_voxel,y_voxel,z_voxel
MFL4,ctx-lh-medialorbitofrontal,1014,0.0,direct,4.134,75.354,-4.454,110,260,144
MFL5,ctx-lh-superiorfrontal,1028,0.599999189376831,nearest-neighbor,2.134,74.354,1.546,114,270,140
MFL6,ctx-lh-superiorfrontal,1028,0.599999189376831,nearest-neighbor,1.134,74.354,4.546,115,274,139
MFL7,ctx-lh-superiorfrontal,1028,0.599999189376831,nearest-neighbor,1.134,74.354,7.546,115,279,139
MFL8,Left-Cerebral-White-Matter,2,0.0,direct,0.134,73.354,11.546,118,286,137
MFL9,ctx-lh-superiorfrontal,1028,0.0,direct,-0.866,73.354,15.546,119,292,136
MFL10,ctx-lh-superiorfrontal,1028,1.0392290353775024,nearest-neighbor,-1.866,73.354,18.546,120,297,134
MFL11,ctx-lh-superiorfrontal,1028,0.0,direct,-1.866,72.354,22.546,123,304,134
MFL12,ctx-lh-superiorfrontal,1028,0.0,direct,-2.866,72.354,24.546,124,307,133
MFL13,ctx-lh-superiorfrontal,1028,1.3416390419006348,nearest-neighbor,-3.866,72.354,28.546,125,313,131
MFL14,ctx-lh-superiorfrontal,1028,3.4985663890838623,nearest-neighbor,-4.866,71.354,32.546,127,320,130
MFL15,Out-of-bounds,-1,-1.0,failed,-5.866,72.354,35.546,127,325,128
ACR1,Right-Cerebral-White-Matter,41,0.0,direct,16.134,56.354,-8.454,139,248,166
ACR2,ctx-rh-rostralanteriorcingulate,2026,0.0,direct,16.134,56.354,-5.454,140,253,166
ACR3,ctx-rh-rostralanteriorcingulate,2026,0.599999189376831,nearest-neighbor,17.134,56.354,-2.454,140,258,167
ACR4,Right-Cerebral-White-Matter,41,0.0,direct,18.134,56.354,1.546,141,265,169
ACR5,Right-Cerebral-White-Matter,41,0.0,direct,19.134,56.354,5.546,142,271,171
ACR6,ctx-rh-superiorfrontal,2028,0.599999189376831,nearest-neighbor,19.134,56.354,9.546,143,278,171
ACR7,ctx-rh-superiorfrontal,2028,0.0,direct,20.134,56.354,11.546,144,281,173
ACR8,Right-Cerebral-White-Matter,41,0.0,direct,21.134,56.354,15.546,145,288,174
ACR9,Right-Cerebral-White-Matter,41,0.0,direct,21.134,56.354,18.546,145,293,174
ACR10,Right-Cerebral-White-Matter,41,0.0,direct,22.134,56.354,22.546,146,299,176
ACR11,ctx-rh-superiorfrontal,2028,0.0,direct,22.134,56.354,25.546,147,304,176
ACR12,ctx-rh-superiorfrontal,2028,0.0,direct,23.134,56.354,29.546,148,311,178
AHL1,Left-Hippocampus,17,0.0,direct,-22.066,14.354,-32.854,206,197,107
AHL2,Left-Hippocampus,17,0.0,direct,-24.866,15.354,-32.621,205,198,102
AHL3,Left-Cerebral-White-Matter,2,0.0,direct,-30.58,17.212,-32.883,202,198,92
AHL4,Left-Cerebral-White-Matter,2,0.0,direct,-36.466,18.554,-32.454,201,199,82
AHL5,Left-Cerebral-White-Matter,2,0.0,direct,-42.199,20.188,-32.621,199,199,73
AHL6,Left-Cerebral-White-Matter,2,0.0,direct,-47.699,22.354,-32.454,196,200,63
AHL7,ctx-lh-middletemporal,1015,0.0,direct,-53.366,23.854,-31.954,194,201,54
AHL8,ctx-lh-middletemporal,1015,5.2649712562561035,nearest-neighbor,-59.366,25.354,-31.954,192,201,43
AHL9,Out-of-bounds,-1,-1.0,failed,-65.097,26.97,-31.762,190,202,34
