electrode_name,region,label_id,distance_mm,method,x_mm,y_mm,z_mm,x_voxel,y_voxel,z_voxel
MPL12,ctx-lh-superiorparietal,1029,4.1231055,nearest-neighbor,-23.19,-46.05,56.307,110,86,225
TOL1,ctx-lh-fusiform,1007,0.0,direct,-16.968,-42.25,-19.03,103,90,149
TOL2,ctx-lh-fusiform,1007,0.0,direct,-20.351,-42.702,-18.845,107,89,150
TOL3,Left-Cerebral-White-Matter,2,0.0,direct,-23.714,-42.866,-17.585,110,89,151
TOL4,Left-Cerebral-White-Matter,2,0.0,direct,-27.155,-42.843,-17.305,114,89,151
TOL5,ctx-lh-fusiform,1007,0.0,direct,-30.459,-43.481,-16.14,117,88,152
TOL6,ctx-lh-inferiortemporal,1009,0.0,direct,-34.305,-43.709,-14.854,121,88,154
TOL7,Left-Cerebral-White-Matter,2,0.0,direct,-37.205,-44.097,-14.695,124,88,154
TOL8,ctx-lh-inferiortemporal,1009,0.0,direct,-40.509,-44.736,-13.531,127,87,155
TOL9,ctx-lh-middletemporal,1015,0.0,direct,-43.95,-44.713,-13.25,130,87,155
TOL10,ctx-lh-middletemporal,1015,0.0,direct,-47.738,-45.416,-12.059,134,86,156
