electrode_name,region,label_id,distance_mm,method,x_mm,y_mm,z_mm,x_voxel,y_voxel,z_voxel
TOR9,ctx-rh-lateraloccipital,2011,0.0,direct,36.728,-52.633,-6.607,215,93,162
TOR10,ctx-rh-lateraloccipital,2011,0.0,direct,39.911,-54.132,-7.05,220,91,162
TOR11,ctx-rh-lateraloccipital,2011,0.0,direct,43.124,-55.689,-7.507,226,88,161
TOR12,ctx-rh-lateraloccipital,2011,1.6970493793487549,nearest-neighbor,46.797,-57.148,-7.956,232,86,161
COR1,ctx-rh-postcentral,2022,0.0,direct,43.073,0.05,17.066,220,181,203
COR2,Right-Cerebral-White-Matter,41,0.0,direct,46.552,-0.221,17.392,226,181,203
COR3,Right-Cerebral-White-Matter,41,0.0,direct,49.927,-0.485,17.225,231,180,203
COR4,ctx-rh-postcentral,2022,0.0,direct,53.581,-0.773,17.643,238,180,204
COR5,ctx-rh-postcentral,2022,0.0,direct,57.095,-0.986,17.912,243,180,205
COR6,ctx-rh-postcentral,2022,0.0,direct,60.516,-1.075,17.784,249,180,205
COR7,ctx-rh-postcentral,2022,1.3416353464126587,nearest-neighbor,64.055,-1.341,18.228,255,180,206
COR8,ctx-rh-postcentral,2022,3.8418591022491455,nearest-neighbor,67.489,-1.637,18.463,261,180,207
PR1,ctx-rh-supramarginal,2031,0.0,direct,41.008,-12.504,13.729,218,160,197
PR2,ctx-rh-supramarginal,2031,0.0,direct,43.568,-12.139,15.785,222,161,200
PR3,ctx-rh-supramarginal,2031,0.0,direct,46.16,-11.298,17.949,226,162,204
PR4,ctx-rh-supramarginal,2031,0.0,direct,49.239,-10.485,20.091,231,164,208
PR5,ctx-rh-supramarginal,2031,0.0,direct,51.831,-9.645,22.254,235,165,212
PR6,ctx-rh-supramarginal,2031,0.0,direct,54.878,-9.307,24.288,240,166,215
PR7,ctx-rh-supramarginal,2031,1.3416353464126587,nearest-neighbor,57.47,-8.466,26.452,244,168,219
PR8,ctx-rh-supramarginal,2031,1.7999927997589111,nearest-neighbor,61.067,-7.904,29.547,250,169,225
SMR1,WM-hypointensities,77,0.0,direct,32.955,-18.654,16.681,205,149,201
SMR2,WM-hypointensities,77,0.0,direct,35.844,-19.994,17.31,209,147,202
SMR3,ctx-rh-supramarginal,2031,0.0,direct,39.707,-21.389,17.895,216,145,203
SMR4,Right-Cerebral-White-Matter,41,0.0,direct,42.596,-22.729,18.524,221,143,205
SMR5,Right-Cerebral-White-Matter,41,0.0,direct,45.972,-24.097,19.132,226,141,206
SMR6,ctx-rh-supramarginal,2031,0.0,direct,49.379,-24.99,19.847,232,140,207
SMR7,ctx-rh-supramarginal,2031,0.0,direct,52.755,-26.358,20.454,238,138,209
SMR8,Right-Cerebral-White-Matter,41,0.0,direct,56.131,-27.726,21.061,244,136,210
SMR9,ctx-rh-inferiorparietal,2008,0.0,direct,59.02,-29.066,21.69,248,133,211
SMR10,ctx-rh-supramarginal,2031,0.0,direct,62.428,-29.958,22.405,254,132,213
